Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,vapourism.co.uk,vapeuk.co.uk,vapeclub.co.uk,vapestore.co.uk,vapeshop.co.uk,vapourism.co.uk (pages),vapeuk.co.uk (pages),vapeclub.co.uk (pages),vapestore.co.uk (pages),vapeshop.co.uk (pages),Results
pixl 6000 vape,Commercial,5400,9,0.00,0.00,0,6,1,9,52,,https://vapeuk.co.uk/pixl-6000-disposable-kit,https://www.vapeclub.co.uk/vape-kits/pixl/pixl-8000-vape-kit,https://www.vapestore.co.uk/collections/brands-pixl,https://www.vapeshop.co.uk/,8
pods,Informational,5400,39,1.36,0.18,0,7,13,0,0,,https://vapeuk.co.uk/vape-pods/refillable-vape-pods,https://www.vapeclub.co.uk/vape-pods/,,,4
royal vapes,"Commercial, Navigational",5400,30,0.00,0.00,0,84,78,0,18,,https://vapeuk.co.uk/ske-bar-15k-prefilled-pod-kit,https://www.vapeclub.co.uk/cart/,,https://www.vapeshop.co.uk/,4650000
smok vape,"Commercial, Informational",5400,17,0.00,0.00,0,5,17,1,23,,https://vapeuk.co.uk/vendors/smok,https://www.vapeclub.co.uk/vape-kits/smok/,https://www.vapestore.co.uk/collections/brands-smok-smok-vape-kits,https://www.vapeshop.co.uk/collections/smok-vape-kits,10
vape ban uk,Informational,5400,45,0.00,0.00,0,40,0,0,0,,https://vapeuk.co.uk/blog/disposable-vape-ban-update,,,,5410000
vape kit,Informational,5400,34,0.00,0.00,0,2,5,0,4,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/,,https://www.vapeshop.co.uk/collections/vape-kits,10
vape online store,Navigational,5400,95,0.00,0.00,0,2,4,3,10,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,190000000
vape pods,Informational,5400,22,0.00,0.00,0,2,1,4,28,,https://vapeuk.co.uk/vape-pods/refillable-vape-pods,https://www.vapeclub.co.uk/vape-pods/,https://www.vapestore.co.uk/collections/e-liquid-vape-type-refills-and-pods-e-liquid,https://www.vapeshop.co.uk/collections/replacement-pods-capsules,65900000
vaporesso xros pro,"Commercial, Informational",5400,25,0.00,0.00,0,1,2,23,0,,https://vapeuk.co.uk/vaporesso-xros-pro-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-pro-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-pro-pod-kit,,2280000
velo nicotine pouches,Transactional,5400,27,0.00,0.00,0,6,66,34,47,,https://vapeuk.co.uk/velo-slim-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/velo/,https://www.vapestore.co.uk/collections/brands-velo-nicotine-pouches,https://www.vapeshop.co.uk/collections/velo-nicotine-pouches,2650000
vuse go,"Informational, Transactional",5400,25,1.27,0.05,0,20,38,0,19,,https://vapeuk.co.uk/vuse-go-disposable-kit,https://www.vapeclub.co.uk/vape-pods/vuse/,,https://www.vapeshop.co.uk/products/vuse-go-reload-vape-pen,2770000
vuse vape,"Navigational, Transactional",5400,28,0.00,0.00,0,18,15,45,6,,https://vapeuk.co.uk/vendors/vuse,https://www.vapeclub.co.uk/vape-kits/vuse/,https://www.vapestore.co.uk/collections/brands-vuse,https://www.vapeshop.co.uk/collections/vuse,10
zyns,Informational,5400,34,2.85,1.00,0,4,56,0,0,,https://vapeuk.co.uk/zyn-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/zyn/,,,2630000
aegis aegis,Informational,4400,36,1.75,0.00,0,46,0,0,0,,https://vapeuk.co.uk/geekvape-aegis-boost-3-vape-kit,,,,10
al fakher vape,Commercial,4400,9,0.00,0.00,0,29,0,0,0,,https://vapeuk.co.uk/al-fakher-crown-bar-hypermax-15k-disposable-kit,,,,10
and lime,Informational,4400,13,1.06,0.94,0,48,17,47,0,,https://vapeuk.co.uk/riot-bar-edtn-lemon-lime-nic-salt,https://www.vapeclub.co.uk/e-liquids/riot-squad/bar-edition/riot-bar-edition-lemon-lime-nic-salt-e-liquid,https://www.vapestore.co.uk/products/ske-crystal-lemon-lime-nic-salt-e-liquid,,457000000
apple watford,"Informational, Transactional",4400,37,0.00,0.10,0,0,71,0,0,,,https://www.vapeclub.co.uk/,,,5760000
bar juice,"Commercial, Informational",4400,25,0.60,0.08,0,0,6,7,14,,,https://www.vapeclub.co.uk/e-liquids/bar-juice-5000/,https://www.vapestore.co.uk/collections/brands-bar-juice-eliquid,https://www.vapeshop.co.uk/products/cream-tobacco-nic-salt-by-bar-juice-5000,627000000
big smoke,"Informational, Transactional",4400,46,0.00,0.02,0,0,75,0,0,,,https://www.vapeclub.co.uk/vape-kits/big-puff/,,,789000000
blu cigarettes electronic,Navigational,4400,32,0.00,0.04,0,0,29,0,20,,,https://www.vapeclub.co.uk/vape-kits/blu/,,https://www.vapeshop.co.uk/products/blu-bar-vape-kit,1150000
can you take e cigs on airplanes,Informational,4400,25,0.00,0.00,0,0,0,41,0,,,,https://www.vapestore.co.uk/blogs/vaping-guides/travelling-with-your-e-cigarette,,7450000
crystal pro max,"Commercial, Informational",4400,11,0.00,0.01,0,0,73,0,82,,,https://www.vapeclub.co.uk/vape-kits/,,https://www.vapeshop.co.uk/,210000000
e cigarettes juice,"Commercial, Informational",4400,40,0.00,0.00,0,1,6,8,60,,https://vapeuk.co.uk/e-liquids,https://www.vapeclub.co.uk/e-liquids/,https://www.vapestore.co.uk/collections/e-liquid,https://www.vapeshop.co.uk/,10
ecig clouds,Navigational,4400,53,0.00,0.00,0,26,61,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,,,8
ecigwizard,"Commercial, Navigational",4400,29,0.00,0.00,0,0,0,0,2,,,,,https://www.vapeshop.co.uk/collections/vendors?q=ecigwizard,5
electronic cigarette company,Navigational,4400,67,0.00,0.00,0,32,38,30,53,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,9
elfbar af5000,"Commercial, Informational",4400,9,0.00,0.00,0,6,1,0,0,,https://vapeuk.co.uk/elf-bar-af5000-disposable-vape-kit,https://www.vapeclub.co.uk/vape-kits/elfbar/af5000/,,,10
elux,Navigational,4400,28,1.64,0.17,0,7,6,8,34,,https://vapeuk.co.uk/vendors/elux,https://www.vapeclub.co.uk/e-liquids/elux/,https://www.vapestore.co.uk/collections/brands-elux-disposables-legend-eliquid,https://www.vapeshop.co.uk/collections/elux-legend-nic-salt-eliquids,2620000
firerose,Informational,4400,17,0.00,0.00,0,46,3,14,0,,https://vapeuk.co.uk/e-liquids/elux-nic-salts/elux-firerose-5000-nic-salts,https://www.vapeclub.co.uk/e-liquids/elux/firerose/,https://www.vapestore.co.uk/collections/brands-elux-disposables-firerose-5000-eliquid,,763000
firewater,Commercial,4400,47,0.00,0.08,0,0,25,0,0,,,https://www.vapeclub.co.uk/e-liquids/manabush/no-one-firewater,,,7980000
ice popping,"Informational, Transactional",4400,29,1.34,1.00,0,40,0,0,0,,https://vapeuk.co.uk/elux-firerose-5000-ice-pop-nic-salt,,,,588000000
indica,Informational,4400,82,0.00,0.00,0,45,0,0,0,,https://vapeuk.co.uk/cannabis-sativa-vs-cannabis-indica,,,,280000000
iqos iluma,"Informational, Transactional",4400,28,0.00,0.00,0,19,0,0,16,,https://vapeuk.co.uk/iqos-iluma-one-refreshed-heated-tobacco-kit,,,https://www.vapeshop.co.uk/collections/iqos,7110000
ivg pro refills,Commercial,4400,10,0.00,1.00,0,16,3,33,8,,https://vapeuk.co.uk/ivg-pro-12-prefilled-vape-pods-refill-containers,https://www.vapeclub.co.uk/vape-pods/ivg-vape/,https://www.vapestore.co.uk/collections/brands-ivg-2400-reload-prefilled-pods,https://www.vapeshop.co.uk/collections/ivg-pro-12,10
juice world,Informational,4400,76,0.00,0.01,0,0,82,0,0,,,https://www.vapeclub.co.uk/,,,1080000000
lost mary 6000,Informational,4400,22,0.00,0.00,0,1,3,8,23,,https://vapeuk.co.uk/lost-mary-bm6000-prefilled-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/lost-mary-pods/lost-mary-bm6000-pod-kit,https://www.vapestore.co.uk/collections/brands-lost-mary-bm6000-prefilled-vape-pods,https://www.vapeshop.co.uk/collections/lost-mary-bm6000,25700000
lost mary bm600,Informational,4400,16,0.00,0.00,0,2,3,12,11,,https://vapeuk.co.uk/lost-mary-bm600-prefilled-pod-kit,https://www.vapeclub.co.uk/vape-kits/lost-mary-pods/lost-mary-bm600-pod-kit,https://www.vapestore.co.uk/collections/brands-lost-mary-bm600-prefilled-pod-kits,https://www.vapeshop.co.uk/products/lost-mary-bm600-prefilled-pod-kit,10
menthol cigarettes,Informational,4400,24,0.00,0.00,0,0,28,0,0,,,https://www.vapeclub.co.uk/how-to-vape-guide/menthol-cigarettes-ban,,,10
next next day delivery,Informational,4400,44,0.67,0.74,0,0,78,0,0,,,https://www.vapeclub.co.uk/,,,1380000000
next shop near me,"Navigational, Transactional",4400,59,2.43,0.03,0,0,24,0,0,,,https://www.vapeclub.co.uk/,,,4820000000
no nicotine vape,Informational,4400,16,0.00,0.00,0,1,0,12,67,,https://vapeuk.co.uk/ske-bar-600-zero-nicotine-prefilled-pod-kit,,https://www.vapestore.co.uk/pages/disposable-vape-ban-june,https://www.vapeshop.co.uk/collections/0mg,10
puff,Informational,4400,28,0.70,0.07,0,0,10,0,0,,,https://www.vapeclub.co.uk/vape-kits/big-puff/,,,10
rechargeable vapes,Informational,4400,19,0.00,0.00,0,11,7,14,4,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeclub.co.uk/vape-kits/pen-style/,https://www.vapestore.co.uk/collections/vape-kits-mods-pod-vape-kits-refillable-pod-kits,https://www.vapeshop.co.uk/blogs/news/disposable-vapes-verses-rechargeable-vapes,18000000
royal flush,Informational,4400,72,1.79,0.03,0,0,0,0,99,,,,,https://www.vapeshop.co.uk/,41600000
ruthless ruthless,Informational,4400,34,1.79,0.00,0,0,0,37,0,,,,https://www.vapestore.co.uk/collections/brands-ruthless,,10
s1,"Commercial, Informational",4400,34,0.00,0.03,0,66,0,0,0,,https://vapeuk.co.uk/voopoo-doric-galaxy-s1-pod-vape-kit,,,,595000000
sonder vape,Commercial,4400,10,0.00,0.00,0,1,9,0,0,,https://vapeuk.co.uk/geekvape-sonder-q-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/geekvape/geekvape-sonder-u-vape-kit,,,10
titan 10k vape,Informational,4400,9,0.00,0.00,0,4,9,22,88,,https://vapeuk.co.uk/titan-10k-rechargeable-disposable-vape-kit,https://www.vapeclub.co.uk/vape-pods/titan-vape/titan-x/cool-mint-titan-x-refill-pack-pod,https://www.vapestore.co.uk/collections/brands-titan-prefilled-pods,https://www.vapeshop.co.uk/,10
titan vape,Informational,4400,20,0.00,0.00,0,10,11,9,6,,https://vapeuk.co.uk/titan-x-prefilled-pod-kit,https://www.vapeclub.co.uk/disposable-vape/titan-vape/,https://www.vapestore.co.uk/collections/brands-titan,https://www.vapeshop.co.uk/collections/titan-e-liquids,4250000
usb type c cable to usb,"Informational, Transactional",4400,12,0.36,1.00,0,52,0,0,0,,https://vapeuk.co.uk/eleaf-qc-3-0-usb-charging-cable,,,,150000000
vape 88,Navigational,4400,29,0.00,0.00,0,0,7,14,0,,,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/brands-88vape-eliquid,,26600000
vape flavours,Informational,4400,41,0.00,0.00,0,12,18,11,16,,https://vapeuk.co.uk/e-liquids,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/e-liquid-flavour-type,https://www.vapeshop.co.uk/pages/e-liquid-flavours,42400000
vape pen,Commercial,4400,28,0.00,0.00,0,35,1,8,62,,https://vapeuk.co.uk/smok-vape-pen-v2-kit-1,https://www.vapeclub.co.uk/vape-kits/pen-style/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits-pen-vape-kits,https://www.vapeshop.co.uk/collections/vape-pens,65500000
vape store near me,Transactional,4400,55,0.00,0.00,0,5,15,1,7,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/store-locator,https://www.vapeshop.co.uk/pages/store-locator,34800000
vapes near me,Transactional,4400,41,0.00,0.00,0,7,36,32,5,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/pages/store-locator,240000000
vapes uk,"Commercial, Informational",4400,92,0.00,0.00,0,1,3,9,27,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,18000000
vapeshop,"Commercial, Navigational",4400,73,0.00,0.00,0,4,3,2,1,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,10
vapestore uk,Navigational,4400,96,0.00,0.00,0,3,4,1,16,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,1260000
vaporesso xros,Commercial,4400,21,0.00,0.00,0,9,8,5,38,,https://vapeuk.co.uk/vaporesso-xros-4-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-3-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-pod-kit,https://www.vapeshop.co.uk/collections/vaporesso-xros,2520000
vapour near me,Transactional,4400,33,0.00,0.00,0,12,0,3,2,,https://vapeuk.co.uk/,,https://www.vapestore.co.uk/pages/store-locator,https://www.vapeshop.co.uk/pages/vape-shop-outlet-hinckley,395000000
voopoo,Navigational,4400,26,0.00,0.00,0,11,6,4,20,,https://vapeuk.co.uk/vendors/voopoo,https://www.vapeclub.co.uk/vape-kits/voopoo/,https://www.vapestore.co.uk/collections/brands-voopoo,https://www.vapeshop.co.uk/collections/voopoo,6430000
18650 battery and,Commercial,3600,22,0.35,1.00,0,0,32,0,72,,,https://www.vapeclub.co.uk/vape-batteries/18650-size/,,https://www.vapeshop.co.uk/products/aspire-18650-battery,21200000
aspire vape,Informational,3600,31,0.00,0.00,0,7,19,12,15,,https://vapeuk.co.uk/vendors/aspire,https://www.vapeclub.co.uk/vape-kits/aspire/,https://www.vapestore.co.uk/collections/brands-aspire-aspire-vape-kits,https://www.vapeshop.co.uk/collections/aspire-vape-kits,5380000
battery 18650 battery,Informational,3600,13,0.35,1.00,0,0,15,0,0,,,https://www.vapeclub.co.uk/vape-batteries/18650-size/,,,9
best vape,Commercial,3600,35,0.00,0.00,0,2,6,0,77,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/,,https://www.vapeshop.co.uk/pages/vape-brands,206000000
best vapes,Informational,3600,38,0.00,0.00,0,2,15,13,67,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/pages/vape-brands,208000000
cable with usb,"Informational, Transactional",3600,16,0.34,1.00,0,79,0,0,0,,https://vapeuk.co.uk/eleaf-qc-3-0-usb-charging-cable,,,,10
can you take electronic cigarettes on a plane,Informational,3600,34,0.00,0.00,0,0,0,28,16,,,,https://www.vapestore.co.uk/blogs/vaping-guides/travelling-with-your-e-cigarette,https://www.vapeshop.co.uk/blogs/news/can-you-take-vapes-on-a-plane,11100000
can you take electronic cigarettes on planes,Informational,3600,17,0.00,0.00,0,0,0,0,14,,,,,https://www.vapeshop.co.uk/blogs/news/can-you-take-vapes-on-a-plane,10
can you take vapes on a plane,Informational,3600,16,0.00,0.00,0,0,0,0,26,,,,,https://www.vapeshop.co.uk/blogs/news/can-you-take-vapes-on-a-plane,1800000
cbd vape juice,"Commercial, Informational",3600,16,0.00,0.00,0,21,38,49,0,,https://vapeuk.co.uk/vaping-cbd-oil-e-liquid,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,10
cigarettes near me,Transactional,3600,60,0.00,0.00,0,48,87,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,,,10
club portal,"Informational, Transactional",3600,30,0.00,0.00,0,0,81,0,0,,,https://www.vapeclub.co.uk/members/myAccount/,,,4270000000
corex,Commercial,3600,24,0.95,0.98,0,87,41,0,0,,https://vapeuk.co.uk/vape-pods/refillable-vape-pods,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,,,2750000
cotton candy and,Informational,3600,15,0.35,0.65,0,0,34,0,0,,,https://www.vapeclub.co.uk/e-liquids/double-up/cotton-candy-double-up-e-liquid-100ml,,,122000000
croxley,Informational,3600,34,0.00,0.08,0,0,71,0,0,,,https://www.vapeclub.co.uk/,,,1200000
crystal vapes,"Commercial, Informational",3600,14,0.00,0.00,0,5,2,9,15,,https://vapeuk.co.uk/vendors/ske,https://www.vapeclub.co.uk/vape-kits/crystal/,https://www.vapestore.co.uk/collections/brands-ske-crystal-bar-disposable-vape-crystal-bar-prefilled-e-liquid-pods,https://www.vapeshop.co.uk/collections/disposable-vape-kits,10
dab pen,Commercial,3600,30,0.00,0.00,0,14,12,18,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-kits/pen-style/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits-pen-vape-kits,,10
disposable,Informational,3600,28,2.31,0.17,0,31,14,47,0,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeclub.co.uk/disposable-alternatives,https://www.vapestore.co.uk/collections/disposable-vape,,10
dpd local tracking,"Informational, Transactional",3600,36,0.37,0.01,0,18,0,0,0,,https://vapeuk.co.uk/dpd-local-delivery-guidelines,,,,10
dr frost login,"Navigational, Transactional",3600,25,2.17,0.04,0,82,0,0,0,,https://vapeuk.co.uk/,,,,0
drag q,Informational,3600,9,0.57,0.00,0,21,20,1,0,,https://vapeuk.co.uk/voopoo-drag-q-pod-kit,https://www.vapeclub.co.uk/vape-pods/voopoo/voopoo-drag-q-vape-kit,https://www.vapestore.co.uk/products/voopoo-drag-q-vape-kit,,10
drifter chocolate bar,Informational,3600,29,0.56,0.08,0,63,0,0,0,,https://vapeuk.co.uk/,,,,8320000
e cig clouds,"Navigational, Transactional",3600,34,0.00,0.00,0,17,52,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,,,1470000
ecig,"Commercial, Informational",3600,93,0.00,0.00,0,31,23,42,66,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,19300000
elf bar af5000,"Informational, Transactional",3600,12,0.00,0.00,0,4,1,0,7,,https://vapeuk.co.uk/elf-bar-af5000-disposable-vape-kit,https://www.vapeclub.co.uk/vape-kits/elfbar/af5000/,,https://www.vapeshop.co.uk/products/melon-ice-elf-bar-af5000-vape-kit,285000
elf bar pods,"Commercial, Informational",3600,13,0.00,0.00,0,3,1,7,17,,https://vapeuk.co.uk/elf-bar-elfa-pro-prefilled-vape-pods,https://www.vapeclub.co.uk/vape-pods/elfbar/,https://www.vapestore.co.uk/collections/pod-vape-kits-elf-bar-pods,https://www.vapeshop.co.uk/collections/elf-bar-elfa,10900000
eliquid,Commercial,3600,53,0.00,0.00,0,8,2,4,32,,https://vapeuk.co.uk/e-liquids,https://www.vapeclub.co.uk/e-liquids/,https://www.vapestore.co.uk/collections/e-liquid,https://www.vapeshop.co.uk/collections/eliquid,10
elux vape,Informational,3600,28,0.00,0.00,0,9,10,19,54,,https://vapeuk.co.uk/elux-legend-banana-ice-nic-salt,https://www.vapeclub.co.uk/vape-pods/elux-pod/,https://www.vapestore.co.uk/collections/brands-elux-disposables-legend-eliquid,https://www.vapeshop.co.uk/,1770000
elux vape juice,"Commercial, Informational",3600,26,0.00,0.00,0,9,2,8,51,,https://vapeuk.co.uk/elux-legend-grape-nic-salt,https://www.vapeclub.co.uk/e-liquids/elux/,https://www.vapestore.co.uk/collections/brands-elux-disposables-legend-eliquid,https://www.vapeshop.co.uk/collections/elux-eliquid,1650000
geek vape,Navigational,3600,28,0.00,0.00,0,4,11,5,50,,https://vapeuk.co.uk/vendors/geekvape,https://www.vapeclub.co.uk/vape-kits/geekvape/,https://www.vapestore.co.uk/collections/brands-geekvape,https://www.vapeshop.co.uk/collections/geekvape-vape-kits,15100000
gotek,"Commercial, Informational",3600,10,0.00,0.06,0,9,10,4,18,,https://vapeuk.co.uk/aspire-gotek-nano-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/aspire/aspire-gotek-x-vape-kit,https://www.vapestore.co.uk/products/aspire-gotek-x-iii-pod-vape-kit,https://www.vapeshop.co.uk/products/aspire-gotek-x-pod-kit,9
grape currant,Informational,3600,41,0.86,0.36,0,0,44,0,0,,,https://www.vapeclub.co.uk/e-liquids/supergood/supergood-fruit/grape-blackcurrant-supergood-fruit-e-liquid-100ml,,,6450000
hayati twist,Informational,3600,19,0.00,0.05,0,21,95,0,6,,https://vapeuk.co.uk/hayati-pro-ultra-plus-25000-prefilled-pod-kit,https://www.vapeclub.co.uk/vape-kits/,,https://www.vapeshop.co.uk/products/fruit-twist-hayati-pro-max-refill-pack,1290000
hayati vapes,Informational,3600,9,0.00,0.00,0,6,14,0,1,,https://vapeuk.co.uk/hayati-pro-ultra-plus-25000-prefilled-pod-kit,https://www.vapeclub.co.uk/vape-kits/hayati-pods/,,https://www.vapeshop.co.uk/collections/hayati,10
heets,"Informational, Transactional",3600,16,0.00,0.00,0,28,0,0,3,,https://vapeuk.co.uk/iqos-heets-heated-tobacco-sticks,,,https://www.vapeshop.co.uk/pages/iqos-heets,10
ivg air,Informational,3600,24,0.00,0.31,0,4,0,3,14,,https://vapeuk.co.uk/ivg-air-4-in-1-prefilled-pod-kit,,https://www.vapestore.co.uk/collections/brands-ivg-ivg-air,https://www.vapeshop.co.uk/collections/ivg-air,3720000
ivg smart 5500,"Commercial, Informational",3600,13,0.00,0.01,0,8,3,0,47,,https://vapeuk.co.uk/ivg-smart-5500-refillable-rechargeable-disposable-vape-kit,https://www.vapeclub.co.uk/vape-kits/ivg-vape/ivg-smart-max-vape-kit,,https://www.vapeshop.co.uk/collections/ivg-smart-max,10
joe and juice,"Commercial, Navigational",3600,36,0.71,0.03,0,38,0,0,0,,https://vapeuk.co.uk/e-liquids,,,,10
joe the juice,Navigational,3600,47,0.67,0.03,0,65,0,0,0,,https://vapeuk.co.uk/ske-crystal-30k-pro-max-prefilled-pod-kit,,,,173000000
juice close to me,Informational,3600,62,1.74,0.07,0,65,0,0,0,,https://vapeuk.co.uk/,,,,961000000
juul pods,"Navigational, Transactional",3600,22,0.00,0.00,0,31,27,65,24,,https://vapeuk.co.uk/vape-pods/refillable-vape-pods,https://www.vapeclub.co.uk/vape-pods/juul-vape/,https://www.vapestore.co.uk/collections/juul-pods,https://www.vapeshop.co.uk/collections/juul,10
klarna log in,"Navigational, Transactional",3600,55,0.74,0.00,0,76,0,0,0,,https://vapeuk.co.uk/,,,,152000000
klarna uk login,"Navigational, Transactional",3600,86,0.76,0.01,0,84,0,0,0,,https://vapeuk.co.uk/,,,,10
liquid gold liquid,Informational,3600,9,0.50,0.45,0,44,36,0,0,,https://vapeuk.co.uk/doozy-legends-liquid-gold,https://www.vapeclub.co.uk/e-liquids/doozy-vape-co/liquid-gold-10ml,,,10
lost mary flavours,Informational,3600,16,0.00,0.00,0,14,8,19,22,,https://vapeuk.co.uk/vendors/lost-mary,https://www.vapeclub.co.uk/vape-kits/lost-mary-pods/,https://www.vapestore.co.uk/blogs/lost-mary/lost-mary-vapes-your-complete-guide-to-flavours-nicotine-strengths-faqs,https://www.vapeshop.co.uk/collections/lost-mary-bm6000,4720000
